code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.800700,恒生科技指数,2020-07-27 00:00:00,6918.05,6774.78,7014.84,6677.16,0.0,0.0,0.0,33996718900.0,-2.0709593021154866,6918.05
HK.800700,恒生科技指数,2020-07-28 00:00:00,6930.58,7012.62,7012.62,6902.57,0.0,0.0,0.0,31258068000.0,3.510667505070278,6774.78
HK.800700,恒生科技指数,2020-07-29 00:00:00,6971.98,7085.15,7099.94,6951.1,0.0,0.0,0.0,27630978100.0,1.0342782012999385,7012.62
HK.800700,恒生科技指数,2020-07-30 00:00:00,7160.24,7100.21,7244.19,7083.79,0.0,0.0,0.0,33183331100.0,0.21255725002294096,7085.15
HK.800700,恒生科技指数,2020-07-31 00:00:00,7193.55,7155.03,7285.56,7108.15,0.0,0.0,0.0,30021155600.0,0.7720898395962895,7100.21
HK.800700,恒生科技指数,2020-08-03 00:00:00,7255.44,7292.45,7311.53,7127.2,0.0,0.0,0.0,37492356900.0,1.920606901718093,7155.03
HK.800700,恒生科技指数,2020-08-04 00:00:00,7390.33,7436.59,7448.95,7330.11,0.0,0.0,0.0,42416721600.0,1.9765648033239904,7292.45
HK.800700,恒生科技指数,2020-08-05 00:00:00,7488.74,7547.2,7547.2,7398.66,0.0,0.0,0.0,38104773600.0,1.4873752620488647,7436.59
HK.800700,恒生科技指数,2020-08-06 00:00:00,7579.88,7576.84,7588.85,7420.51,0.0,0.0,0.0,37406633800.0,0.392728429086288,7547.2
HK.800700,恒生科技指数,2020-08-07 00:00:00,7551.8,7386.66,7551.8,7144.76,0.0,0.0,0.0,70178609200.0,-2.510017368718361,7576.84
HK.800700,恒生科技指数,2020-08-10 00:00:00,7279.54,7176.17,7279.54,7119.29,0.0,0.0,0.0,49962010300.0,-2.8495964346538187,7386.66
HK.800700,恒生科技指数,2020-08-11 00:00:00,7217.05,7129.84,7274.64,7085.29,0.0,0.0,0.0,34138386600.0,-0.6456090087051997,7176.17
HK.800700,恒生科技指数,2020-08-12 00:00:00,7086.93,7010.72,7086.93,6833.88,0.0,0.0,0.0,36322573800.0,-1.6707247287456646,7129.84
HK.800700,恒生科技指数,2020-08-13 00:00:00,7116.74,7031.81,7133.18,7008.4,0.0,0.0,0.0,30799262900.0,0.30082502225163954,7010.72
HK.800700,恒生科技指数,2020-08-14 00:00:00,7019.18,7038.26,7091.0,6975.84,0.0,0.0,0.0,24645903300.0,0.09172602786480036,7031.81
HK.800700,恒生科技指数,2020-08-17 00:00:00,7037.86,7075.03,7117.17,7004.77,0.0,0.0,0.0,30808865651.0,0.5224302597516933,7038.26
HK.800700,恒生科技指数,2020-08-18 00:00:00,7147.73,7196.01,7196.01,7075.06,0.0,0.0,0.0,43286242318.0,1.7099574136081468,7075.03
HK.800700,恒生科技指数,2020-08-19 00:00:00,7187.71,7150.41,7251.57,7131.43,0.0,0.0,0.0,30192498414.0,-0.6336845001605107,7196.01
HK.800700,恒生科技指数,2020-08-20 00:00:00,7183.25,7167.6,7183.25,7060.78,0.0,0.0,0.0,30889528746.0,0.24040579491246672,7150.41
HK.800700,恒生科技指数,2020-08-21 00:00:00,7205.57,7168.87,7208.73,7104.01,0.0,0.0,0.0,39589425093.0,0.01771862269099178,7167.6
HK.800700,恒生科技指数,2020-08-24 00:00:00,7247.6,7329.91,7332.19,7198.76,0.0,0.0,0.0,56436028552.0,2.2463791364608365,7168.87
HK.800700,恒生科技指数,2020-08-25 00:00:00,7348.1,7223.67,7355.49,7153.69,0.0,0.0,0.0,44702265398.0,-1.4494038808116305,7329.91
HK.800700,恒生科技指数,2020-08-26 00:00:00,7311.5,7275.44,7326.57,7219.82,0.0,0.0,0.0,46129333343.0,0.7166717194999153,7223.67
HK.800700,恒生科技指数,2020-08-27 00:00:00,7352.09,7540.86,7574.23,7311.0,0.0,0.0,0.0,53847079197.0,3.6481642347404435,7275.44
HK.800700,恒生科技指数,2020-08-28 00:00:00,7521.87,7580.9,7745.92,7430.02,0.0,0.0,0.0,59077048315.0,0.5309739207464397,7540.86
HK.800700,恒生科技指数,2020-08-31 00:00:00,7746.63,7543.86,7771.28,7543.86,0.0,0.0,0.0,51557261448.0,-0.4885963408038619,7580.9
HK.800700,恒生科技指数,2020-09-01 00:00:00,7556.9,7674.71,7683.66,7526.33,0.0,0.0,0.0,43257921707.0,1.734523175138462,7543.86
HK.800700,恒生科技指数,2020-09-02 00:00:00,7874.07,7909.39,7909.39,7764.78,0.0,0.0,0.0,47394135603.0,3.0578354100676153,7674.71
HK.800700,恒生科技指数,2020-09-03 00:00:00,7889.48,7706.06,7889.48,7678.15,0.0,0.0,0.0,47776283772.0,-2.57074186504901,7909.39
HK.800700,恒生科技指数,2020-09-04 00:00:00,7342.83,7588.02,7622.35,7290.83,0.0,0.0,0.0,90576490999.0,-1.5317814810681458,7706.06
HK.800700,恒生科技指数,2020-09-07 00:00:00,7481.19,7240.96,7487.95,7213.81,0.0,0.0,0.0,59922354878.0,-4.5737886826866605,7588.02
HK.800700,恒生科技指数,2020-09-08 00:00:00,7301.72,7123.28,7326.01,7007.09,0.0,0.0,0.0,45807037629.0,-1.6251988686583037,7240.96
HK.800700,恒生科技指数,2020-09-09 00:00:00,6984.19,7015.64,7086.74,6906.75,0.0,0.0,0.0,38553288243.0,-1.511101627340206,7123.28
HK.800700,恒生科技指数,2020-09-10 00:00:00,7133.84,6999.72,7200.8,6994.63,0.0,0.0,0.0,30700239844.0,-0.22692156382026546,7015.64
HK.800700,恒生科技指数,2020-09-11 00:00:00,7001.26,7178.27,7195.96,6986.97,0.0,0.0,0.0,29193159907.0,2.5508163183670227,6999.72
HK.800700,恒生科技指数,2020-09-14 00:00:00,7235.43,7317.31,7345.08,7232.97,0.0,0.0,0.0,32177797435.0,1.9369569548094452,7178.27
HK.800700,恒生科技指数,2020-09-15 00:00:00,7327.13,7348.72,7374.48,7281.24,0.0,0.0,0.0,37439527704.0,0.4292561064106872,7317.31
HK.800700,恒生科技指数,2020-09-16 00:00:00,7401.88,7430.09,7464.42,7370.02,0.0,0.0,0.0,31676459245.0,1.1072676602183766,7348.72
HK.800700,恒生科技指数,2020-09-17 00:00:00,7403.11,7301.56,7433.0,7245.87,0.0,0.0,0.0,29872475797.0,-1.7298579155837916,7430.09
HK.800700,恒生科技指数,2020-09-18 00:00:00,7314.72,7371.82,7371.82,7237.95,0.0,0.0,0.0,36083178454.0,0.9622601197552209,7301.56
HK.800700,恒生科技指数,2020-09-21 00:00:00,7408.78,7195.75,7422.87,7188.84,0.0,0.0,0.0,29079648084.0,-2.388419684691158,7371.82
HK.800700,恒生科技指数,2020-09-22 00:00:00,7202.01,7233.32,7319.08,7144.89,0.0,0.0,0.0,23895000224.0,0.5221137476982901,7195.75
HK.800700,恒生科技指数,2020-09-23 00:00:00,7270.29,7298.62,7327.99,7235.37,0.0,0.0,0.0,24246687692.0,0.9027666410445022,7233.32
HK.800700,恒生科技指数,2020-09-24 00:00:00,7218.71,7054.28,7223.84,7051.11,0.0,0.0,0.0,28707589598.0,-3.3477561511628244,7298.62
HK.800700,恒生科技指数,2020-09-25 00:00:00,7110.42,6918.77,7134.45,6860.75,0.0,0.0,0.0,25978384815.0,-1.9209614588590094,7054.28
HK.800700,恒生科技指数,2020-09-28 00:00:00,6921.46,6978.59,6998.21,6897.62,0.0,0.0,0.0,22131828687.0,0.8646045467619202,6918.77
HK.800700,恒生科技指数,2020-09-29 00:00:00,7063.95,6977.3,7078.74,6965.7,0.0,0.0,0.0,19504610381.0,-0.018485109456207682,6978.59
HK.800700,恒生科技指数,2020-09-30 00:00:00,7017.17,7087.64,7143.14,6981.22,0.0,0.0,0.0,28785341208.0,1.5814140140168853,6977.3
HK.800700,恒生科技指数,2020-10-05 00:00:00,7255.73,7092.06,7255.73,7049.82,0.0,0.0,0.0,26841057144.0,0.062362083853018384,7087.64
HK.800700,恒生科技指数,2020-10-06 00:00:00,7154.8,7336.35,7350.2,7141.42,0.0,0.0,0.0,23725819659.0,3.444556306630231,7092.06
HK.800700,恒生科技指数,2020-10-07 00:00:00,7358.22,7494.59,7494.59,7300.09,0.0,0.0,0.0,27067897421.0,2.1569308988802303,7336.35
HK.800700,恒生科技指数,2020-10-08 00:00:00,7527.52,7511.11,7527.52,7438.45,0.0,0.0,0.0,23547206387.0,0.22042566704782418,7494.59
HK.800700,恒生科技指数,2020-10-09 00:00:00,7567.75,7503.27,7597.29,7467.87,0.0,0.0,0.0,33374242469.0,-0.10437871366548002,7511.11
HK.800700,恒生科技指数,2020-10-12 00:00:00,7575.67,7748.85,7749.98,7575.67,0.0,0.0,0.0,39308018582.0,3.272972983779071,7503.27
HK.800700,恒生科技指数,2020-10-14 00:00:00,7878.84,7819.84,7878.84,7725.8,0.0,0.0,0.0,46173015080.0,0.9161359427527928,7748.85
HK.800700,恒生科技指数,2020-10-15 00:00:00,7766.27,7541.04,7769.07,7504.74,0.0,0.0,0.0,35448238078.0,-3.565290338421249,7819.84
HK.800700,恒生科技指数,2020-10-16 00:00:00,7661.68,7604.61,7675.58,7540.76,0.0,0.0,0.0,25269710808.0,0.8429871741828675,7541.04
HK.800700,恒生科技指数,2020-10-19 00:00:00,7687.37,7570.71,7723.86,7559.62,0.0,0.0,0.0,27300801690.0,-0.4457822294634391,7604.61
HK.800700,恒生科技指数,2020-10-20 00:00:00,7592.77,7644.48,7644.48,7516.3,0.0,0.0,0.0,24623499109.0,0.9744132320482428,7570.71
HK.800700,恒生科技指数,2020-10-21 00:00:00,7707.12,7618.06,7732.2,7609.39,0.0,0.0,0.0,24737162323.0,-0.3456088576332094,7644.48
HK.800700,恒生科技指数,2020-10-22 00:00:00,7624.14,7620.34,7624.14,7495.48,0.0,0.0,0.0,23183394450.0,0.029928879531005863,7618.06
HK.800700,恒生科技指数,2020-10-23 00:00:00,7600.35,7484.48,7600.35,7441.65,0.0,0.0,0.0,21142866427.0,-1.7828600823585377,7620.34
HK.800700,恒生科技指数,2020-10-27 00:00:00,7457.47,7547.66,7603.44,7449.86,0.0,0.0,0.0,35949373667.0,0.844146821155248,7484.48
HK.800700,恒生科技指数,2020-10-28 00:00:00,7577.04,7656.45,7694.83,7520.69,0.0,0.0,0.0,43179391727.0,1.4413738827663138,7547.66
HK.800700,恒生科技指数,2020-10-29 00:00:00,7508.24,7675.42,7729.82,7485.71,0.0,0.0,0.0,42676357380.0,0.2477649563440009,7656.45
HK.800700,恒生科技指数,2020-10-30 00:00:00,7691.83,7534.39,7778.82,7509.78,0.0,0.0,0.0,48789231242.0,-1.8374238803869982,7675.42
HK.800700,恒生科技指数,2020-11-02 00:00:00,7601.14,7585.76,7643.02,7474.7,0.0,0.0,0.0,29395564722.0,0.6818070208736193,7534.39
HK.800700,恒生科技指数,2020-11-03 00:00:00,7626.98,7714.73,7774.11,7626.98,0.0,0.0,0.0,35943762224.0,1.7001592457446497,7585.76
