code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00981,中芯国际,2025-08-13,51.25,52.05,52.1,50.95,108.663,0.014,83959625.0,4338376317.0,1.7595307917888536,51.15
HK.00981,中芯国际,2025-08-14,52.5,52.0,54.4,51.85,108.559,0.0192,115170190.0,6115399028.0,-0.0960614793467764,52.05
HK.00981,中芯国际,2025-08-15,51.75,52.75,53.2,51.45,110.125,0.01335,80095392.0,4198116124.0,1.4423076923076923,52.0
HK.00981,中芯国际,2025-08-18,53.5,51.8,53.8,51.75,108.141,0.01347,80816682.0,4240548938.0,-1.8009478672985837,52.75
HK.00981,中芯国际,2025-08-19,51.85,50.05,52.15,49.66,104.488,0.01297,77786478.0,3938378220.0,-3.3783783783783785,51.8
HK.00981,中芯国际,2025-08-20,49.5,51.75,52.55,49.4,108.037,0.01771,106235006.0,5415142819.0,3.3966033966034024,50.05
HK.00981,中芯国际,2025-08-21,51.85,51.7,53.05,50.9,107.933,0.01126,67561130.0,3500967477.0,-0.09661835748791722,51.75
HK.00981,中芯国际,2025-08-22,52.85,56.9,57.5,52.7,118.789,0.04943,296455102.0,16408960102.0,10.058027079303669,51.7
HK.00981,中芯国际,2025-08-25,58.45,57.8,61.75,56.0,120.668,0.03923,235311070.0,13797807969.0,1.5817223198594,56.9
HK.00981,中芯国际,2025-08-26,57.0,56.2,57.45,55.4,117.327,0.01735,104068446.0,5861733754.0,-2.7681660899653884,57.8
HK.00981,中芯国际,2025-08-27,57.0,56.25,60.3,55.75,117.432,0.03701,221959736.0,12950278965.0,0.088967971530244,56.2
HK.00981,中芯国际,2025-08-28,57.0,62.3,62.8,56.65,130.062,0.05472,328184511.0,19836412050.0,10.75555555555555,56.25
HK.00981,中芯国际,2025-08-29,62.25,60.7,62.25,59.9,126.722,0.02309,138500782.0,8421519659.0,-2.5682182985553683,62.3
HK.00981,中芯国际,2025-09-01,64.75,63.65,65.65,60.55,132.881,0.03149,188898351.0,11900231386.0,4.859967051070833,60.7
HK.00981,中芯国际,2025-09-02,63.8,60.7,64.1,58.75,126.722,0.03155,189292322.0,11551325833.0,-4.634721131186168,63.65
HK.00981,中芯国际,2025-09-03,61.85,60.0,62.1,59.35,125.26,0.01357,81425532.0,4921642177.0,-1.1532125205930852,60.7
