code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.02313,申洲国际,2025-08-14,55.92,55.57,57.22,55.27,12.971,0.00377,5661055.0,332604041.0,-0.625894134477828,55.92
HK.02313,申洲国际,2025-08-15,55.37,55.22,55.62,54.47,12.893,0.00401,6028691.0,347058160.0,-0.6298362425769325,55.57
HK.02313,申洲国际,2025-08-18,54.92,54.67,55.97,54.62,12.77,0.00303,4553258.0,262543364.0,-0.996015936254975,55.22
HK.02313,申洲国际,2025-08-19,54.92,56.32,56.77,54.92,13.138,0.00386,5809521.0,340956994.0,3.018108651911466,54.67
HK.02313,申洲国际,2025-08-20,56.32,56.27,56.37,55.22,13.127,0.00388,5839115.0,341388740.0,-0.08877840909090405,56.32
HK.02313,申洲国际,2025-08-21,56.92,57.07,57.52,56.17,13.305,0.00411,6177546.0,368113698.0,1.4217167229429486,56.27
HK.02313,申洲国际,2025-08-22,57.07,58.62,59.27,57.02,13.651,0.00644,9683453.0,591608928.0,2.7159628526371073,57.07
HK.02313,申洲国际,2025-08-25,58.92,60.32,60.47,58.47,14.03,0.00604,9076600.0,565639999.0,2.900034118048453,58.62
HK.02313,申洲国际,2025-08-26,60.32,59.07,60.42,58.82,13.751,0.00398,5978649.0,371461697.0,-2.0722811671087533,60.32
HK.02313,申洲国际,2025-08-27,59.42,56.77,60.37,56.02,13.238,0.00843,12670501.0,758398829.0,-3.893685457931263,59.07
HK.02313,申洲国际,2025-08-28,56.77,55.42,56.77,54.62,12.937,0.00695,10445645.0,607947833.0,-2.3780165580412214,56.77
HK.02313,申洲国际,2025-08-29,56.27,58.87,59.92,55.52,13.707,0.00809,12167928.0,745273595.0,6.225189462287975,55.42
HK.02313,申洲国际,2025-09-01,59.07,57.47,59.07,57.37,13.395,0.00297,4463300.0,270008957.0,-2.3781212841854913,58.87
HK.02313,申洲国际,2025-09-02,57.47,56.97,58.12,56.72,13.283,0.00348,5229028.0,312910590.0,-0.8700191404210893,57.47
HK.02313,申洲国际,2025-09-03,57.42,56.42,58.07,56.22,13.16,0.00227,3409285.0,201508781.0,-0.9654203967000126,56.97
HK.02313,申洲国际,2025-09-04,57.27,56.92,57.67,56.12,13.272,0.00579,8710581.0,517024980.0,0.8862105636299183,56.42
HK.02313,申洲国际,2025-09-05,57.82,56.57,58.22,56.57,13.194,0.00405,6084912.0,362454697.0,-0.6148981026001431,56.92
