code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.09880,优必选,2023-12-29 00:00:00,89.9,90.85,93.45,88.25,0.0,0.01406,1657500.0,149800267.0,0.9444444444444382,90.0
HK.09880,优必选,2024-01-02 00:00:00,90.7,89.1,91.0,88.85,0.0,0.00138,162750.0,14648822.0,-1.9262520638414973,90.85
HK.09880,优必选,2024-01-03 00:00:00,89.05,89.65,92.8,88.45,0.0,0.00112,132150.0,11921717.0,0.6172839506172968,89.1
HK.09880,优必选,2024-01-04 00:00:00,90.0,90.0,92.0,89.15,0.0,0.00083,97850.0,8848560.0,0.3904071388733902,89.65
HK.09880,优必选,2024-01-05 00:00:00,90.5,89.65,90.5,89.3,0.0,0.00056,66200.0,5952342.0,-0.38888888888888257,90.0
HK.09880,优必选,2024-01-08 00:00:00,89.65,88.0,90.0,86.3,0.0,0.00113,133700.0,11837308.0,-1.8404907975460187,89.65
HK.09880,优必选,2024-01-09 00:00:00,88.0,89.65,89.8,87.5,0.0,0.00055,64400.0,5724152.0,1.8750000000000064,88.0
HK.09880,优必选,2024-01-10 00:00:00,89.55,88.9,89.6,88.0,0.0,0.00042,49100.0,4372005.0,-0.8365867261572784,89.65
HK.09880,优必选,2024-01-11 00:00:00,88.7,89.65,91.25,88.7,0.0,0.00052,60790.0,5486024.0,0.8436445444319459,88.9
HK.09880,优必选,2024-01-12 00:00:00,89.65,89.6,90.9,89.6,0.0,0.00023,27350.0,2460907.0,-0.055772448410497895,89.65
HK.09880,优必选,2024-01-15 00:00:00,90.0,89.6,90.15,89.4,0.0,0.00065,76400.0,6875630.0,0.0,89.6
HK.09880,优必选,2024-01-16 00:00:00,90.0,88.8,90.2,88.2,0.0,0.00132,155950.0,13960797.0,-0.8928571428571397,89.6
HK.09880,优必选,2024-01-17 00:00:00,89.95,88.95,89.95,88.3,0.0,0.00122,143850.0,12794105.0,0.16891891891892533,88.8
HK.09880,优必选,2024-01-18 00:00:00,88.95,90.0,90.2,88.75,0.0,0.00131,155000.0,13855092.0,1.1804384485666073,88.95
HK.09880,优必选,2024-01-19 00:00:00,90.0,89.35,90.0,88.8,0.0,0.00126,148050.0,13277203.0,-0.7222222222222285,90.0
HK.09880,优必选,2024-01-22 00:00:00,85.05,73.75,87.05,73.75,0.0,0.00059,69600.0,5516409.0,-17.459429210968096,89.35
