code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.01177,中国生物制药,2018-01-02 00:00:00,5.599999994,5.528888883,5.724444438,5.422222216,53.488,0.00345,57475676.0,352133864.0,-0.47999998856641,5.555555549
HK.01177,中国生物制药,2018-01-03 00:00:00,5.635555549,5.573333327,5.777777771,5.528888883,53.875,0.00345,57542071.0,359055399.0,0.8038585137179487,5.528888883
HK.01177,中国生物制药,2018-01-04 00:00:00,5.733333327,5.679999994,5.902222216,5.644444438,54.806,0.00488,81385982.0,515802787.0,1.9138756062418412,5.573333327
HK.01177,中国生物制药,2018-01-05 00:00:00,5.671111105,5.528888883,5.777777771,5.404444438,53.488,0.00355,59167059.0,363431869.0,-2.660406886613115,5.679999994
HK.01177,中国生物制药,2018-01-08 00:00:00,5.351111105,5.662222216,5.715555549,5.173333328,54.651,0.00892,148739397.0,908929508.0,2.411575559240632,5.528888883
HK.01177,中国生物制药,2018-01-09 00:00:00,5.839999994,6.017777771,6.133333327,5.697777771,57.751,0.00647,107964886.0,709925364.0,6.279434847952292,5.662222216
HK.01177,中国生物制药,2018-01-10 00:00:00,6.017777771,5.884444438,6.035555549,5.697777771,56.589,0.00449,74800491.0,484985299.0,-2.21565730862547,6.017777771
HK.01177,中国生物制药,2018-01-11 00:00:00,5.911111105,5.86666666,6.008888882,5.839999994,56.434,0.00253,42273031.0,274561603.0,-0.30211480773268085,5.884444438
HK.01177,中国生物制药,2018-01-12 00:00:00,6.008888882,6.231111104,6.34666666,5.875555549,59.612,0.00518,86457894.0,583606513.0,6.212121211604685,5.86666666
HK.01177,中国生物制药,2018-01-15 00:00:00,6.319999993,5.999999993,6.373333326,5.928888882,57.596,0.00355,59217506.0,397514183.0,-3.708987163647912,6.231111104
HK.01177,中国生物制药,2018-01-16 00:00:00,6.079999993,5.991111104,6.159999993,5.937777771,57.519,0.00273,45577430.0,302082578.0,-0.14814815017284802,5.999999993
HK.01177,中国生物制药,2018-01-17 00:00:00,6.062222216,5.973333327,6.062222216,5.839999994,57.364,0.00344,57388326.0,375512017.0,-0.29673589241452414,5.991111104
HK.01177,中国生物制药,2018-01-18 00:00:00,6.062222216,5.653333327,6.133333327,5.653333327,54.573,0.00499,83213079.0,534968385.0,-5.357142862822854,5.973333327
