code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00300,美的集团,2024-09-17 00:00:00,50.47106,50.37106,51.27106,49.27106,12.004,0.11505,65113949.0,3843709615.0,9.333408000597332,46.07106
HK.00300,美的集团,2024-09-19 00:00:00,52.17106,55.52106,56.67106,51.77106,13.053,0.10229,57891019.0,3642787497.0,10.224124725586476,50.37106
HK.00300,美的集团,2024-09-20 00:00:00,55.12106,55.27106,56.22106,54.27106,13.002,0.04363,24692420.0,1581383964.0,-0.4502795876015335,55.52106
HK.00300,美的集团,2024-09-23 00:00:00,56.27106,58.871059999,60.42106,55.97106,13.734,0.03475,19667047.0,1325488351.0,6.513354364833974,55.27106
HK.00300,美的集团,2024-09-24 00:00:00,59.07106,61.42106,61.42106,58.32106,14.252,0.02305,13042867.0,894113598.0,4.331500063092644,58.871059999
HK.00300,美的集团,2024-09-25 00:00:00,61.42106,61.97106,67.07106,61.42106,14.364,0.01442,8161402.0,587766855.0,0.8954583330212866,61.42106
HK.00300,美的集团,2024-09-26 00:00:00,63.27106,68.97106,71.07106,62.47106,15.789,0.01395,7896483.0,588463543.0,11.295595072925964,61.97106
HK.00300,美的集团,2024-09-27 00:00:00,71.27106,65.47106,73.42106,63.32106,15.248,0.02136,13904793.0,1067857814.0,-5.0745921550285,68.97106
HK.00300,美的集团,2024-09-30 00:00:00,65.27106,65.52106,67.82106,61.27106,15.258,0.03416,22235363.0,1649195979.0,0.0763696204094013,65.47106
HK.00300,美的集团,2024-10-02 00:00:00,66.47106,84.57106,84.57106,64.07106,19.177,0.04915,31989628.0,2824791906.0,29.07462119813079,65.52106
HK.00300,美的集团,2024-10-03 00:00:00,82.77106,76.27106,85.27106,70.77106,17.471,0.03398,22114277.0,1944628802.0,-9.814231960673068,84.57106
HK.00300,美的集团,2024-10-04 00:00:00,75.27106,84.27106,88.27106,74.27106,19.116,0.01652,10750017.0,988202441.0,10.488906277164627,76.27106
HK.00300,美的集团,2024-10-07 00:00:00,86.27106,86.27106,86.72106,81.82106,19.527,0.01179,7676634.0,720201609.0,2.3732939872834162,84.27106
HK.00300,美的集团,2024-10-08 00:00:00,92.27106,75.42106,92.27106,74.87106,17.297,0.02278,14829015.0,1359840325.0,-12.576639257707054,86.27106
HK.00300,美的集团,2024-10-09 00:00:00,79.87106,74.27106,80.27106,68.27106,17.06,0.01419,9235888.0,760945190.0,-1.5247730541045055,75.42106
HK.00300,美的集团,2024-10-10 00:00:00,77.22106,76.02106,78.22106,72.52106,17.42,0.0072,4689224.0,396820383.0,2.356234043246454,74.27106
HK.00300,美的集团,2024-10-14 00:00:00,75.77106,72.82106,75.77106,71.62106,16.762,0.00613,3989594.0,328819902.0,-4.2093598800122,76.02106
HK.00300,美的集团,2024-10-15 00:00:00,72.82106,70.67106,74.07106,69.27106,16.32,0.00611,3978644.0,320320914.0,-2.9524426038291747,72.82106
HK.00300,美的集团,2024-10-16 00:00:00,68.27106,68.82106,70.27106,68.27106,15.94,0.00325,2114822.0,165284574.0,-2.6177617825457755,70.67106
HK.00300,美的集团,2024-10-17 00:00:00,70.22106,65.27106,71.07106,64.37106,15.21,0.00571,3717755.0,283362660.0,-5.158304739857243,68.82106
HK.00300,美的集团,2024-10-18 00:00:00,65.27106,67.57106,68.57106,61.67106,15.683,0.00928,6037700.0,455263604.0,3.5237668884188444,65.27106
HK.00300,美的集团,2024-10-21 00:00:00,66.47106,66.17106,68.42106,64.82106,15.395,0.00425,2766115.0,207904293.0,-2.0718929079993798,67.57106
HK.00300,美的集团,2024-10-22 00:00:00,67.27106,68.92106,68.97106,66.17106,15.96,0.00379,2466294.0,189201248.0,4.155895341558682,66.17106
HK.00300,美的集团,2024-10-23 00:00:00,70.77106,69.72106,72.17106,69.27106,16.125,0.00392,2553093.0,202643062.0,1.1607482531464217,68.92106
HK.00300,美的集团,2024-10-24 00:00:00,69.72106,68.32106,70.72106,67.67106,15.837,0.00216,1407049.0,109673983.0,-2.0080015995166907,69.72106
HK.00300,美的集团,2024-10-25 00:00:00,69.27106,69.27106,70.67106,68.37106,16.032,0.00106,688596.0,53934136.0,1.3904936486641202,68.32106
HK.00300,美的集团,2024-10-28 00:00:00,69.27106,69.32106,70.22106,68.37106,16.043,0.00152,992045.0,77451110.0,0.07218021494112715,69.27106
HK.00300,美的集团,2024-10-29 00:00:00,70.62106,68.27106,70.62106,67.67106,15.827,0.0036,2343003.0,181458139.0,-1.5146912063952818,69.32106
HK.00300,美的集团,2024-10-30 00:00:00,67.47106,65.27106,68.07106,63.57106,15.21,0.00567,3693367.0,275146177.0,-4.394248456080804,68.27106
HK.00300,美的集团,2024-10-31 00:00:00,65.77106,64.32106,66.07106,64.27106,15.015,0.00377,2455568.0,181231828.0,-1.455468932173007,65.27106
HK.00300,美的集团,2024-11-01 00:00:00,64.27106,62.42106,64.27106,60.37106,14.624,0.01048,6819216.0,485507615.0,-2.9539314184187973,64.32106
HK.00300,美的集团,2024-11-04 00:00:00,62.77106,63.52106,63.57106,61.37106,14.863,0.00398,2589623.0,185480827.0,1.7622257616259664,62.42106
HK.00300,美的集团,2024-11-05 00:00:00,63.52106,65.27106,65.52106,63.02106,15.223,0.00735,4780681.0,350155698.0,2.754991809015793,63.52106
HK.00300,美的集团,2024-11-06 00:00:00,64.32106,62.17106,65.22106,61.32106,14.585,0.00577,3755742.0,267984982.0,-4.749424936564548,65.27106
HK.00300,美的集团,2024-11-07 00:00:00,61.32106,61.32106,62.17106,60.12106,14.41,0.01035,6739254.0,469552009.0,-1.3671956051577605,62.17106
HK.00300,美的集团,2024-11-08 00:00:00,62.77106,63.27106,64.42106,61.42106,14.811,0.01149,7481198.0,535328725.0,3.179984168571117,61.32106
HK.00300,美的集团,2024-11-11 00:00:00,60.47106,63.02106,64.17106,60.47106,14.76,0.00754,4908087.0,351127155.0,-0.3951253543089052,63.27106
HK.00300,美的集团,2024-11-12 00:00:00,63.02106,62.32106,66.62106,61.77106,14.616,0.00952,6195023.0,454232282.0,-1.110739806661449,63.02106
HK.00300,美的集团,2024-11-13 00:00:00,61.82106,63.62106,64.27106,61.82106,14.883,0.00527,3427684.0,247313328.0,2.0859722219102133,62.32106
HK.00300,美的集团,2024-11-14 00:00:00,63.62106,62.27106,65.12106,61.82106,14.606,0.00497,3234893.0,232162913.0,-2.121938867412774,63.62106
HK.00300,美的集团,2024-11-15 00:00:00,62.27106,61.67106,64.02106,61.62106,14.482,0.00304,1979896.0,141313845.0,-0.9635294469051938,62.27106
HK.00300,美的集团,2024-11-18 00:00:00,61.67106,61.07106,62.22106,60.17106,14.359,0.00429,2789157.0,194363088.0,-0.9729036601608507,61.67106
HK.00300,美的集团,2024-11-19 00:00:00,61.12106,61.42106,62.02106,59.82106,14.431,0.0035,2279155.0,158681128.0,0.5731028739307854,61.07106
